"Normal","Fri Nov 17 2017 17:55:56","Log cleared."
"Normal","Tue Jan 16 2018 17:23:56","The process of installing an operating system or hypervisor is started and is in progress."
"Normal","Tue Jan 16 2018 17:31:44","The process of installing an operating system or hypervisor is started and is in progress."
"Critical","Tue May 15 2018 06:24:00","Correctable memory error rate exceeded for DIMM_A2."
